Territorio,Sesso,Età,Stato civile,Value
Valle d'Aosta / Vallée d'Aoste,femmine,22 anni,vedova/o,0
Liguria,maschi,22 anni,nubile/celibe,7342
Liguria,maschi,22 anni,coniugata/o,36
Liguria,maschi,22 anni,divorziata/o,1
Liguria,maschi,22 anni,vedova/o,0
Liguria,femmine,22 anni,nubile/celibe,6143
Liguria,femmine,22 anni,coniugata/o,188
Liguria,femmine,22 anni,divorziata/o,3
Liguria,femmine,22 anni,vedova/o,0
Lombardia,maschi,22 anni,nubile/celibe,49594
Lombardia,maschi,22 anni,coniugata/o,217
Lombardia,maschi,22 anni,divorziata/o,1
Lombardia,maschi,22 anni,vedova/o,0
Lombardia,femmine,22 anni,nubile/celibe,43588
Lombardia,femmine,22 anni,coniugata/o,1629
Lombardia,femmine,22 anni,divorziata/o,11
Lombardia,femmine,22 anni,vedova/o,2
Trentino Alto Adige / Südtirol,maschi,22 anni,nubile/celibe,6042
Trentino Alto Adige / Südtirol,maschi,22 anni,coniugata/o,52
Trentino Alto Adige / Südtirol,maschi,22 anni,divorziata/o,0
Trentino Alto Adige / Südtirol,femmine,22 anni,coniugata/o,227
Trentino Alto Adige / Südtirol,femmine,22 anni,divorziata/o,1
Trentino Alto Adige / Südtirol,femmine,22 anni,vedova/o,1
Veneto,maschi,22 anni,nubile/celibe,24679
Veneto,maschi,22 anni,coniugata/o,145
Veneto,maschi,22 anni,divorziata/o,2
Veneto,maschi,22 anni,vedova/o,1
Veneto,femmine,22 anni,nubile/celibe,21697
Veneto,femmine,22 anni,coniugata/o,841
Veneto,femmine,22 anni,divorziata/o,3
Veneto,femmine,22 anni,vedova/o,0
Friuli-Venezia Giulia,maschi,22 anni,nubile/celibe,5740
Friuli-Venezia Giulia,maschi,22 anni,vedova/o,0
Friuli-Venezia Giulia,femmine,22 anni,nubile/celibe,4852
Friuli-Venezia Giulia,femmine,22 anni,coniugata/o,212
Friuli-Venezia Giulia,femmine,22 anni,divorziata/o,1
Emilia-Romagna,maschi,22 anni,nubile/celibe,20681
Emilia-Romagna,maschi,22 anni,vedova/o,0
Emilia-Romagna,femmine,22 anni,nubile/celibe,17915
Emilia-Romagna,femmine,22 anni,coniugata/o,964
Emilia-Romagna,femmine,22 anni,divorziata/o,7
Emilia-Romagna,femmine,22 anni,vedova/o,0
Toscana,femmine,22 anni,nubile/celibe,15047
Toscana,femmine,22 anni,coniugata/o,579
Toscana,femmine,22 anni,divorziata/o,2
Toscana,femmine,22 anni,vedova/o,1
Umbria,femmine,22 anni,divorziata/o,0
Umbria,femmine,22 anni,vedova/o,0
Marche,maschi,22 anni,coniugata/o,45
Marche,maschi,22 anni,vedova/o,0
Marche,femmine,22 anni,vedova/o,0
Lazio,femmine,22 anni,coniugata/o,632
Lazio,femmine,22 anni,vedova/o,2
Sicilia,maschi,22 anni,nubile/celibe,28623
Sicilia,maschi,22 anni,coniugata/o,298
Sicilia,maschi,22 anni,divorziata/o,4
Sicilia,maschi,22 anni,vedova/o,0
Sicilia,femmine,22 anni,nubile/celibe,25587
Sicilia,femmine,22 anni,coniugata/o,1281
Sicilia,femmine,22 anni,divorziata/o,5
Sicilia,femmine,22 anni,vedova/o,0
Sardegna,maschi,22 anni,nubile/celibe,7889
Sardegna,maschi,22 anni,coniugata/o,18
Sardegna,maschi,22 anni,divorziata/o,0
Sardegna,maschi,22 anni,vedova/o,0
Sardegna,femmine,22 anni,nubile/celibe,6749
Sardegna,femmine,22 anni,coniugata/o,80
Sardegna,femmine,22 anni,divorziata/o,0
Sardegna,femmine,22 anni,vedova/o,0
Trentino Alto Adige / Südtirol,maschi,22 anni,vedova/o,0
Trentino Alto Adige / Südtirol,femmine,22 anni,nubile/celibe,5447
Friuli-Venezia Giulia,maschi,22 anni,coniugata/o,29
Friuli-Venezia Giulia,maschi,22 anni,divorziata/o,0
Friuli-Venezia Giulia,femmine,22 anni,vedova/o,0
Emilia-Romagna,maschi,22 anni,coniugata/o,157
Emilia-Romagna,maschi,22 anni,divorziata/o,0
Toscana,maschi,22 anni,nubile/celibe,17321
Toscana,maschi,22 anni,coniugata/o,97
Toscana,maschi,22 anni,divorziata/o,1
Toscana,maschi,22 anni,vedova/o,1
Umbria,maschi,22 anni,nubile/celibe,4148
Umbria,maschi,22 anni,coniugata/o,20
Umbria,maschi,22 anni,divorziata/o,1
Umbria,maschi,22 anni,vedova/o,0
Umbria,femmine,22 anni,nubile/celibe,3598
Umbria,femmine,22 anni,coniugata/o,144
Marche,maschi,22 anni,nubile/celibe,7503
Marche,maschi,22 anni,divorziata/o,1
Marche,femmine,22 anni,nubile/celibe,6498
Marche,femmine,22 anni,coniugata/o,248
Marche,femmine,22 anni,divorziata/o,3
Lazio,maschi,22 anni,nubile/celibe,29267
Lazio,maschi,22 anni,coniugata/o,109
Lazio,maschi,22 anni,divorziata/o,1
Lazio,maschi,22 anni,vedova/o,1
Lazio,femmine,22 anni,nubile/celibe,25643
Lazio,femmine,22 anni,divorziata/o,6
Abruzzo,maschi,22 anni,nubile/celibe,6538
Abruzzo,maschi,22 anni,coniugata/o,36
Abruzzo,maschi,22 anni,divorziata/o,0
Abruzzo,maschi,22 anni,vedova/o,0
Abruzzo,femmine,22 anni,nubile/celibe,5942
Abruzzo,femmine,22 anni,coniugata/o,167
Abruzzo,femmine,22 anni,divorziata/o,1
Abruzzo,femmine,22 anni,vedova/o,0
Molise,maschi,22 anni,nubile/celibe,1674
Molise,maschi,22 anni,coniugata/o,11
Molise,maschi,22 anni,divorziata/o,0
Molise,maschi,22 anni,vedova/o,0
Molise,femmine,22 anni,nubile/celibe,1477
Molise,femmine,22 anni,coniugata/o,32
Molise,femmine,22 anni,divorziata/o,0
Molise,femmine,22 anni,vedova/o,0
Campania,maschi,22 anni,nubile/celibe,35789
Campania,maschi,22 anni,coniugata/o,306
Campania,maschi,22 anni,divorziata/o,6
Campania,maschi,22 anni,vedova/o,0
Campania,femmine,22 anni,nubile/celibe,32217
Campania,femmine,22 anni,coniugata/o,1242
Campania,femmine,22 anni,divorziata/o,6
Campania,femmine,22 anni,vedova/o,1
Puglia,maschi,22 anni,nubile/celibe,22824
Puglia,maschi,22 anni,coniugata/o,134
Puglia,maschi,22 anni,divorziata/o,1
Puglia,maschi,22 anni,vedova/o,0
Puglia,femmine,22 anni,nubile/celibe,20709
Puglia,femmine,22 anni,coniugata/o,536
Puglia,femmine,22 anni,divorziata/o,2
Puglia,femmine,22 anni,vedova/o,2
Basilicata,maschi,22 anni,nubile/celibe,3133
Basilicata,maschi,22 anni,coniugata/o,21
Basilicata,maschi,22 anni,divorziata/o,0
Basilicata,maschi,22 anni,vedova/o,0
Basilicata,femmine,22 anni,nubile/celibe,2715
Basilicata,femmine,22 anni,coniugata/o,75
Basilicata,femmine,22 anni,divorziata/o,0
Basilicata,femmine,22 anni,vedova/o,1
Calabria,maschi,22 anni,nubile/celibe,11107
Calabria,maschi,22 anni,coniugata/o,73
Calabria,maschi,22 anni,divorziata/o,1
Calabria,maschi,22 anni,vedova/o,0
Calabria,femmine,22 anni,nubile/celibe,9611
Calabria,femmine,22 anni,coniugata/o,460
Calabria,femmine,22 anni,divorziata/o,2
Calabria,femmine,22 anni,vedova/o,0
Sicilia,maschi,23 anni,nubile/celibe,28478
Sicilia,maschi,23 anni,coniugata/o,573
Sicilia,maschi,23 anni,divorziata/o,2
Sicilia,maschi,23 anni,vedova/o,0
Sicilia,femmine,23 anni,nubile/celibe,25248
Sicilia,femmine,23 anni,coniugata/o,2024
Sicilia,femmine,23 anni,divorziata/o,8
Sicilia,femmine,23 anni,vedova/o,2
Sardegna,maschi,23 anni,nubile/celibe,8100
Sardegna,maschi,23 anni,coniugata/o,40
Sardegna,maschi,23 anni,divorziata/o,0
Sardegna,maschi,23 anni,vedova/o,0
Sardegna,femmine,23 anni,nubile/celibe,6891
Sardegna,femmine,23 anni,coniugata/o,147
Sardegna,femmine,23 anni,divorziata/o,0
Sardegna,femmine,23 anni,vedova/o,1
Piemonte,maschi,23 anni,nubile/celibe,20410
Piemonte,maschi,23 anni,coniugata/o,224
Piemonte,maschi,23 anni,divorziata/o,3
Piemonte,maschi,23 anni,vedova/o,1
Piemonte,femmine,23 anni,nubile/celibe,17693
Piemonte,femmine,23 anni,coniugata/o,1016
Piemonte,femmine,23 anni,divorziata/o,13
Piemonte,femmine,23 anni,vedova/o,1
Valle d'Aosta / Vallée d'Aoste,maschi,23 anni,nubile/celibe,602
Valle d'Aosta / Vallée d'Aoste,maschi,23 anni,coniugata/o,9
Valle d'Aosta / Vallée d'Aoste,maschi,23 anni,divorziata/o,0
Valle d'Aosta / Vallée d'Aoste,maschi,23 anni,vedova/o,0
Valle d'Aosta / Vallée d'Aoste,femmine,23 anni,nubile/celibe,529
Valle d'Aosta / Vallée d'Aoste,femmine,23 anni,coniugata/o,28
Valle d'Aosta / Vallée d'Aoste,femmine,23 anni,divorziata/o,0
Valle d'Aosta / Vallée d'Aoste,femmine,23 anni,vedova/o,1
Liguria,maschi,23 anni,nubile/celibe,6952
Liguria,maschi,23 anni,coniugata/o,61
Liguria,maschi,23 anni,divorziata/o,0
Liguria,maschi,23 anni,vedova/o,0
Liguria,femmine,23 anni,nubile/celibe,6024
Liguria,femmine,23 anni,coniugata/o,321
Liguria,femmine,23 anni,divorziata/o,1
Liguria,femmine,23 anni,vedova/o,0
Lombardia,maschi,23 anni,nubile/celibe,48572
Lombardia,maschi,23 anni,coniugata/o,446
Lombardia,maschi,23 anni,divorziata/o,5
Lombardia,maschi,23 anni,vedova/o,1
Lombardia,femmine,23 anni,nubile/celibe,42469
Lombardia,femmine,23 anni,coniugata/o,2432
Lombardia,femmine,23 anni,divorziata/o,19
Lombardia,femmine,23 anni,vedova/o,0
Trentino Alto Adige / Südtirol,maschi,23 anni,nubile/celibe,5965
Trentino Alto Adige / Südtirol,maschi,23 anni,coniugata/o,72
Trentino Alto Adige / Südtirol,maschi,23 anni,divorziata/o,1
Trentino Alto Adige / Südtirol,maschi,23 anni,vedova/o,0
Trentino Alto Adige / Südtirol,femmine,23 anni,nubile/celibe,5137
Trentino Alto Adige / Südtirol,femmine,23 anni,coniugata/o,326
Trentino Alto Adige / Südtirol,femmine,23 anni,divorziata/o,3
Trentino Alto Adige / Südtirol,femmine,23 anni,vedova/o,0
Veneto,maschi,23 anni,nubile/celibe,24271
Veneto,maschi,23 anni,coniugata/o,285
Veneto,maschi,23 anni,divorziata/o,3
Veneto,maschi,23 anni,vedova/o,1
Veneto,femmine,23 anni,nubile/celibe,20772
Veneto,femmine,23 anni,coniugata/o,1314
Veneto,femmine,23 anni,divorziata/o,11
Veneto,femmine,23 anni,vedova/o,4
Friuli-Venezia Giulia,maschi,23 anni,nubile/celibe,5492
Friuli-Venezia Giulia,maschi,23 anni,coniugata/o,65
Friuli-Venezia Giulia,maschi,23 anni,divorziata/o,0
Friuli-Venezia Giulia,maschi,23 anni,vedova/o,0
Friuli-Venezia Giulia,femmine,23 anni,nubile/celibe,4701
Friuli-Venezia Giulia,femmine,23 anni,coniugata/o,298
Friuli-Venezia Giulia,femmine,23 anni,divorziata/o,3
Friuli-Venezia Giulia,femmine,23 anni,vedova/o,1
Emilia-Romagna,maschi,23 anni,nubile/celibe,20442
Emilia-Romagna,maschi,23 anni,coniugata/o,338
Emilia-Romagna,maschi,23 anni,divorziata/o,3
Emilia-Romagna,maschi,23 anni,vedova/o,0
Emilia-Romagna,femmine,23 anni,nubile/celibe,17262
Emilia-Romagna,femmine,23 anni,coniugata/o,1401
Emilia-Romagna,femmine,23 anni,divorziata/o,14
Emilia-Romagna,femmine,23 anni,vedova/o,1
Toscana,maschi,23 anni,nubile/celibe,16927
Toscana,maschi,23 anni,coniugata/o,147
Toscana,maschi,23 anni,divorziata/o,1
Toscana,maschi,23 anni,vedova/o,0
Toscana,femmine,23 anni,nubile/celibe,14674
Toscana,femmine,23 anni,coniugata/o,840
Toscana,femmine,23 anni,divorziata/o,10
Toscana,femmine,23 anni,vedova/o,1
Umbria,maschi,23 anni,nubile/celibe,4079
Umbria,maschi,23 anni,coniugata/o,55
Umbria,maschi,23 anni,divorziata/o,0
Umbria,maschi,23 anni,vedova/o,0
Umbria,femmine,23 anni,nubile/celibe,3606
Umbria,femmine,23 anni,coniugata/o,193
Umbria,femmine,23 anni,divorziata/o,1
Umbria,femmine,23 anni,vedova/o,0
Marche,maschi,23 anni,nubile/celibe,7504
Marche,maschi,23 anni,coniugata/o,69
Marche,maschi,23 anni,divorziata/o,2
Marche,maschi,23 anni,vedova/o,0
Marche,femmine,23 anni,nubile/celibe,6484
Marche,femmine,23 anni,coniugata/o,380
Marche,femmine,23 anni,divorziata/o,2
Marche,femmine,23 anni,vedova/o,0
Lazio,maschi,23 anni,nubile/celibe,29635
Lazio,maschi,23 anni,coniugata/o,220
Lazio,maschi,23 anni,divorziata/o,3
Lazio,maschi,23 anni,vedova/o,1
Lazio,femmine,23 anni,nubile/celibe,25575
Lazio,femmine,23 anni,coniugata/o,928
Lazio,femmine,23 anni,divorziata/o,11
Lazio,femmine,23 anni,vedova/o,1
Abruzzo,maschi,23 anni,nubile/celibe,6568
Abruzzo,maschi,23 anni,coniugata/o,82
Abruzzo,maschi,23 anni,divorziata/o,0
Abruzzo,maschi,23 anni,vedova/o,0
Abruzzo,femmine,23 anni,nubile/celibe,5702
Abruzzo,femmine,23 anni,coniugata/o,299
Abruzzo,femmine,23 anni,divorziata/o,3
Abruzzo,femmine,23 anni,vedova/o,0
Molise,maschi,23 anni,nubile/celibe,1681
Molise,maschi,23 anni,coniugata/o,21
Molise,maschi,23 anni,divorziata/o,0
Molise,maschi,23 anni,vedova/o,0
Molise,femmine,23 anni,nubile/celibe,1492
Molise,femmine,23 anni,coniugata/o,51
Molise,femmine,23 anni,divorziata/o,0
Molise,femmine,23 anni,vedova/o,0
Campania,maschi,23 anni,nubile/celibe,35139
Campania,maschi,23 anni,coniugata/o,554
Campania,maschi,23 anni,divorziata/o,17
Campania,maschi,23 anni,vedova/o,0
Campania,femmine,23 anni,nubile/celibe,32062
Campania,femmine,23 anni,coniugata/o,2020
Campania,femmine,23 anni,divorziata/o,8
Campania,femmine,23 anni,vedova/o,2
Puglia,maschi,23 anni,nubile/celibe,22753
Puglia,maschi,23 anni,coniugata/o,216
Puglia,maschi,23 anni,divorziata/o,4
Puglia,maschi,23 anni,vedova/o,0
Puglia,femmine,23 anni,nubile/celibe,20369
Puglia,femmine,23 anni,coniugata/o,871
Puglia,femmine,23 anni,divorziata/o,6
Puglia,femmine,23 anni,vedova/o,1
Basilicata,maschi,23 anni,nubile/celibe,3151
Basilicata,maschi,23 anni,divorziata/o,0
Basilicata,femmine,23 anni,nubile/celibe,2757
Basilicata,femmine,23 anni,coniugata/o,108
Basilicata,femmine,23 anni,divorziata/o,0
Basilicata,femmine,23 anni,vedova/o,0
Calabria,maschi,23 anni,nubile/celibe,11145
Calabria,maschi,23 anni,coniugata/o,140
Calabria,maschi,23 anni,divorziata/o,1
Calabria,maschi,23 anni,vedova/o,0
Calabria,femmine,23 anni,nubile/celibe,9834
Calabria,femmine,23 anni,divorziata/o,3
Basilicata,maschi,23 anni,coniugata/o,21
Basilicata,maschi,23 anni,vedova/o,0
Calabria,femmine,23 anni,coniugata/o,647
Calabria,femmine,23 anni,vedova/o,0
Piemonte,maschi,24 anni,nubile/celibe,20272
Piemonte,maschi,24 anni,coniugata/o,336
Piemonte,maschi,24 anni,divorziata/o,11
Piemonte,maschi,24 anni,vedova/o,0
Piemonte,femmine,24 anni,nubile/celibe,17523
Piemonte,femmine,24 anni,coniugata/o,1585
Piemonte,femmine,24 anni,divorziata/o,20
Piemonte,femmine,24 anni,vedova/o,5
Valle d'Aosta / Vallée d'Aoste,maschi,24 anni,nubile/celibe,559
Valle d'Aosta / Vallée d'Aoste,maschi,24 anni,coniugata/o,18
Valle d'Aosta / Vallée d'Aoste,maschi,24 anni,divorziata/o,0
Valle d'Aosta / Vallée d'Aoste,maschi,24 anni,vedova/o,0
Valle d'Aosta / Vallée d'Aoste,femmine,24 anni,nubile/celibe,512
Valle d'Aosta / Vallée d'Aoste,femmine,24 anni,coniugata/o,50
Valle d'Aosta / Vallée d'Aoste,femmine,24 anni,divorziata/o,1
Valle d'Aosta / Vallée d'Aoste,femmine,24 anni,vedova/o,0
Liguria,maschi,24 anni,nubile/celibe,6860
Liguria,maschi,24 anni,coniugata/o,103
Liguria,maschi,24 anni,divorziata/o,0
Liguria,maschi,24 anni,vedova/o,0
Liguria,femmine,24 anni,nubile/celibe,6000
Liguria,femmine,24 anni,coniugata/o,466
Liguria,femmine,24 anni,divorziata/o,9
Liguria,femmine,24 anni,vedova/o,0
Lombardia,maschi,24 anni,nubile/celibe,48248
Lombardia,maschi,24 anni,coniugata/o,767
Lombardia,maschi,24 anni,divorziata/o,13
Lombardia,maschi,24 anni,vedova/o,0
Lombardia,femmine,24 anni,nubile/celibe,42042
Lombardia,femmine,24 anni,coniugata/o,3565
Lombardia,femmine,24 anni,divorziata/o,29
Lombardia,femmine,24 anni,vedova/o,3
Trentino Alto Adige / Südtirol,maschi,24 anni,nubile/celibe,5866
Trentino Alto Adige / Südtirol,maschi,24 anni,coniugata/o,136
Trentino Alto Adige / Südtirol,maschi,24 anni,divorziata/o,3
Trentino Alto Adige / Südtirol,maschi,24 anni,vedova/o,0
Trentino Alto Adige / Südtirol,femmine,24 anni,nubile/celibe,5220
Trentino Alto Adige / Südtirol,femmine,24 anni,coniugata/o,464
Trentino Alto Adige / Südtirol,femmine,24 anni,divorziata/o,2
Trentino Alto Adige / Südtirol,femmine,24 anni,vedova/o,0
Veneto,maschi,24 anni,nubile/celibe,23818
Veneto,maschi,24 anni,coniugata/o,460
Veneto,maschi,24 anni,divorziata/o,7
Veneto,maschi,24 anni,vedova/o,2
Veneto,femmine,24 anni,nubile/celibe,20717
Veneto,femmine,24 anni,coniugata/o,1854
Veneto,femmine,24 anni,divorziata/o,16
Veneto,femmine,24 anni,vedova/o,4
Friuli-Venezia Giulia,maschi,24 anni,nubile/celibe,5449
Friuli-Venezia Giulia,maschi,24 anni,coniugata/o,112
Friuli-Venezia Giulia,maschi,24 anni,divorziata/o,1
Friuli-Venezia Giulia,maschi,24 anni,vedova/o,0
Friuli-Venezia Giulia,femmine,24 anni,nubile/celibe,4570
Friuli-Venezia Giulia,femmine,24 anni,coniugata/o,442
Friuli-Venezia Giulia,femmine,24 anni,divorziata/o,3
Friuli-Venezia Giulia,femmine,24 anni,vedova/o,2
Emilia-Romagna,maschi,24 anni,nubile/celibe,20451
Emilia-Romagna,maschi,24 anni,coniugata/o,463
Emilia-Romagna,maschi,24 anni,divorziata/o,8
Emilia-Romagna,maschi,24 anni,vedova/o,0
Emilia-Romagna,femmine,24 anni,nubile/celibe,17343
Emilia-Romagna,femmine,24 anni,coniugata/o,1885
Emilia-Romagna,femmine,24 anni,divorziata/o,20
Emilia-Romagna,femmine,24 anni,vedova/o,2
Toscana,maschi,24 anni,nubile/celibe,16772
Toscana,maschi,24 anni,coniugata/o,276
Toscana,maschi,24 anni,divorziata/o,2
Toscana,maschi,24 anni,vedova/o,1
Toscana,femmine,24 anni,nubile/celibe,14822
Toscana,femmine,24 anni,coniugata/o,1082
Toscana,femmine,24 anni,divorziata/o,6
Toscana,femmine,24 anni,vedova/o,1
Umbria,maschi,24 anni,nubile/celibe,4026
Umbria,maschi,24 anni,coniugata/o,59
Umbria,maschi,24 anni,divorziata/o,0
Umbria,maschi,24 anni,vedova/o,0
Umbria,femmine,24 anni,nubile/celibe,3562
Umbria,femmine,24 anni,coniugata/o,284
Umbria,femmine,24 anni,divorziata/o,0
Umbria,femmine,24 anni,vedova/o,0
Marche,maschi,24 anni,nubile/celibe,7361
Marche,maschi,24 anni,coniugata/o,122
Marche,maschi,24 anni,divorziata/o,0
Marche,maschi,24 anni,vedova/o,1
Marche,femmine,24 anni,nubile/celibe,6413
Marche,femmine,24 anni,coniugata/o,479
Marche,femmine,24 anni,divorziata/o,5
Marche,femmine,24 anni,vedova/o,0
Lazio,maschi,24 anni,nubile/celibe,29414
Lazio,maschi,24 anni,coniugata/o,358
Lazio,maschi,24 anni,divorziata/o,0
Lazio,maschi,24 anni,vedova/o,0
Lazio,femmine,24 anni,nubile/celibe,25663
Lazio,femmine,24 anni,coniugata/o,1505
Lazio,femmine,24 anni,divorziata/o,13
Lazio,femmine,24 anni,vedova/o,2
Abruzzo,maschi,24 anni,nubile/celibe,6690
Abruzzo,maschi,24 anni,coniugata/o,115
Abruzzo,maschi,24 anni,divorziata/o,1
Abruzzo,maschi,24 anni,vedova/o,0
Abruzzo,femmine,24 anni,nubile/celibe,5959
Abruzzo,femmine,24 anni,coniugata/o,415
Abruzzo,femmine,24 anni,divorziata/o,5
Abruzzo,femmine,24 anni,vedova/o,1
Molise,maschi,24 anni,nubile/celibe,1763
Molise,maschi,24 anni,coniugata/o,33
Molise,maschi,24 anni,divorziata/o,1
Molise,maschi,24 anni,vedova/o,0
Molise,femmine,24 anni,nubile/celibe,1454
Molise,femmine,24 anni,coniugata/o,85
Molise,femmine,24 anni,divorziata/o,0
Molise,femmine,24 anni,vedova/o,0
Campania,maschi,24 anni,nubile/celibe,35378
Campania,maschi,24 anni,coniugata/o,959
Campania,maschi,24 anni,divorziata/o,18
Campania,maschi,24 anni,vedova/o,0
Campania,femmine,24 anni,nubile/celibe,31316
Campania,femmine,24 anni,coniugata/o,3008
Campania,femmine,24 anni,divorziata/o,20
Campania,femmine,24 anni,vedova/o,1
Puglia,maschi,24 anni,nubile/celibe,22725
Puglia,maschi,24 anni,coniugata/o,360
Puglia,maschi,24 anni,divorziata/o,5
Puglia,maschi,24 anni,vedova/o,0
Puglia,femmine,24 anni,nubile/celibe,20135
Puglia,femmine,24 anni,coniugata/o,1341
Puglia,femmine,24 anni,divorziata/o,7
Puglia,femmine,24 anni,vedova/o,4
Basilicata,maschi,24 anni,nubile/celibe,3137
Basilicata,maschi,24 anni,coniugata/o,61
Basilicata,maschi,24 anni,divorziata/o,0
Basilicata,maschi,24 anni,vedova/o,0
Basilicata,femmine,24 anni,nubile/celibe,2810
Basilicata,femmine,24 anni,coniugata/o,180
Basilicata,femmine,24 anni,divorziata/o,3
Basilicata,femmine,24 anni,vedova/o,0
Calabria,maschi,24 anni,nubile/celibe,11408
Calabria,maschi,24 anni,coniugata/o,249
Calabria,maschi,24 anni,divorziata/o,2
Calabria,maschi,24 anni,vedova/o,1
Calabria,femmine,24 anni,nubile/celibe,9626
Calabria,femmine,24 anni,coniugata/o,986
Calabria,femmine,24 anni,divorziata/o,6
Calabria,femmine,24 anni,vedova/o,2
Sicilia,maschi,24 anni,nubile/celibe,28868
Sicilia,maschi,24 anni,coniugata/o,900
Sicilia,maschi,24 anni,divorziata/o,1
Sicilia,maschi,24 anni,vedova/o,0
Sicilia,femmine,24 anni,nubile/celibe,24952
Sicilia,femmine,24 anni,coniugata/o,2971
Sicilia,femmine,24 anni,divorziata/o,15
Sicilia,femmine,24 anni,vedova/o,4
Sardegna,maschi,24 anni,nubile/celibe,8064
Sardegna,maschi,24 anni,coniugata/o,72
Sardegna,maschi,24 anni,divorziata/o,2
Sardegna,maschi,24 anni,vedova/o,0
Sardegna,femmine,24 anni,nubile/celibe,7020
Sardegna,femmine,24 anni,coniugata/o,242
Sardegna,femmine,24 anni,divorziata/o,2
Sardegna,femmine,24 anni,vedova/o,0
Piemonte,maschi,25 anni,nubile/celibe,20127
Piemonte,maschi,25 anni,coniugata/o,662
Piemonte,maschi,25 anni,divorziata/o,15
Piemonte,maschi,25 anni,vedova/o,0
Piemonte,femmine,25 anni,nubile/celibe,17237
Piemonte,femmine,25 anni,coniugata/o,2209
Piemonte,femmine,25 anni,divorziata/o,27
Piemonte,femmine,25 anni,vedova/o,3
Valle d'Aosta / Vallée d'Aoste,maschi,25 anni,nubile/celibe,568
Valle d'Aosta / Vallée d'Aoste,maschi,25 anni,coniugata/o,17
Valle d'Aosta / Vallée d'Aoste,maschi,25 anni,divorziata/o,0
Valle d'Aosta / Vallée d'Aoste,maschi,25 anni,vedova/o,0
Valle d'Aosta / Vallée d'Aoste,femmine,25 anni,nubile/celibe,496
Valle d'Aosta / Vallée d'Aoste,femmine,25 anni,coniugata/o,58
Valle d'Aosta / Vallée d'Aoste,femmine,25 anni,divorziata/o,2
Valle d'Aosta / Vallée d'Aoste,femmine,25 anni,vedova/o,0
Liguria,maschi,25 anni,nubile/celibe,6932
Liguria,maschi,25 anni,coniugata/o,196
Liguria,maschi,25 anni,divorziata/o,3
Liguria,maschi,25 anni,vedova/o,0
Liguria,femmine,25 anni,nubile/celibe,5976
Liguria,femmine,25 anni,coniugata/o,671
Liguria,femmine,25 anni,divorziata/o,9
Liguria,femmine,25 anni,vedova/o,0
Lombardia,maschi,25 anni,nubile/celibe,48305
Lombardia,maschi,25 anni,coniugata/o,1326
Lombardia,maschi,25 anni,divorziata/o,17
Lombardia,maschi,25 anni,vedova/o,1
Lombardia,femmine,25 anni,nubile/celibe,41415
Lombardia,femmine,25 anni,coniugata/o,4907
Lombardia,femmine,25 anni,divorziata/o,45
Lombardia,femmine,25 anni,vedova/o,8
Trentino Alto Adige / Südtirol,maschi,25 anni,nubile/celibe,5679
Trentino Alto Adige / Südtirol,maschi,25 anni,coniugata/o,225
Trentino Alto Adige / Südtirol,maschi,25 anni,divorziata/o,1
Trentino Alto Adige / Südtirol,maschi,25 anni,vedova/o,0
Trentino Alto Adige / Südtirol,femmine,25 anni,nubile/celibe,4998
Trentino Alto Adige / Südtirol,femmine,25 anni,coniugata/o,681
Trentino Alto Adige / Südtirol,femmine,25 anni,divorziata/o,7
Trentino Alto Adige / Südtirol,femmine,25 anni,vedova/o,0
Veneto,maschi,25 anni,nubile/celibe,23342
Veneto,maschi,25 anni,coniugata/o,817
Veneto,maschi,25 anni,divorziata/o,2
Veneto,maschi,25 anni,vedova/o,1
Veneto,femmine,25 anni,nubile/celibe,20645
Veneto,femmine,25 anni,coniugata/o,2465
Veneto,femmine,25 anni,divorziata/o,35
Veneto,femmine,25 anni,vedova/o,6
Friuli-Venezia Giulia,maschi,25 anni,nubile/celibe,5475
Friuli-Venezia Giulia,maschi,25 anni,coniugata/o,188
